suspended	VBD	2
sale	NNS	78
sales	NNS	78
saving	NNS	11
savings	NNS	11
bond	NNS	61
bonds	NNS	61
congress	NNP	46
lift	VBN	1
lifted	VBN	1
ceiling	NN	10
debt	NN	46
until	IN	36
act	VBZ	2
acts	VBZ	2
authority	NN	12
issue	VB	6
obligation	NNS	3
obligations	NNS	3
borrowing	NN	3
drop	VBD	12
dropped	VBD	12
midnight	NN	2
2.80	CD	1
trillion	CD	5
2.87	CD	2
legislation	NN	23
lift	VB	4
ensnarl	VBN	1
ensnarled	VBN	1
*-11	-NONE-	2
fight	NN	3
cut	VBG	5
cutting	VBG	5
capital-gains	JJ	1
tax	NNS	4
taxes	NNS	4
house	NNP	55
vote	VBN	2
voted	VBN	2
raise	VB	17
3.1	CD	5
senate	NNP	18
act	VB	6
next	JJ	59
early	JJS	1
earliest	JJS	1
default	VB	1
if	IN	120
then	RB	34
clark	NNP	1
j.	NNP	15
vitulli	NNP	2
*-12	-NONE-	2
senior	JJ	18
*rnr*-1	-NONE-	34
general	JJ	19
manager	NN	27
marketing	NN	14
arm	NN	3
japanese	JJ	80
auto	NN	13
maker	NN	28
mazda	NNP	2
motor	NNP	7
corp	NNP	16
position	NN	12
oversee	VB	1
service	NN	24
operation	NNS	29
operations	NNS	29
previously	RB	14
43	CD	3
chrysler	NNP	6
division	NN	24
be	VBN	150
been	VBN	150
executive	NN	40
20	CD	25
when	WRB	98
time	NN	62
their	PRP$	184
biannual	JJ	1
powwow	NN	1
nation	NN	25
manufacture	VBG	8
manufacturing	VBG	8
titan	NNS	1
titans	NNS	1
jet	VBP	1
off	RP	27
sunny	JJ	1
confines	NNS	1
resort	NN	2
town	NNS	2
towns	NNS	2
like	IN	49
boca	NNP	3
raton	NNP	2
hot	NNP	1
spring	NNP	2
springs	NNP	2
not	RB	140
association	NNP	22
manufacturer	NNP	1
manufacturers	NNP	1
settle	VBD	3
settled	VBD	3
hoosier	NNP	1
capital	NN	32
indianapolis	NNP	4
fall	NN	16
meeting	NN	16
city	NN	17
decide	VBD	13
decided	VBD	13
treat	VB	4
guest	NNS	3
guests	NNS	3
more	JJR	115
royalty	NN	1
rock	NN	1
star	NNS	2
stars	NNS	2
owner	NNS	4
owners	NNS	4
idea	NN	11
course	NN	11
:	:	142
prove	VB	8
125	CD	4
corporate	JJ	27
decision	NN	19
maker	NNS	12
makers	NNS	12
buckle	NN	1
rust	NNP	1
belt	NNP	3
so	RB	66
rusty	JJ	1
good	JJ	40
expand	VB	5
receive	VBG	4
receiving	VBG	4
end	NN	24
message	NN	4
official	NNS	50
officials	NNS	50
giant	NNS	2
giants	NNS	2
du	NNP	2
pont	NNP	2
maytag	NNP	1
along	IN	8
less	JJR	30
lesser	JJR	1
knowns	NNS	1
trojan	NNP	1
steel	NNP	5
valley	NNP	12
queen	NNP	1
cheese	NNP	1
factory	NNP	1
starter	NNS	1
starters	NNS	1
executive	NNS	19
executives	NNS	19
join	VBD	4
joined	VBD	4
mayor	NNP	2
william	NNP	23
h.	NNP	4
hudnut	NNP	1
iii	NNP	3
evening	NN	4
symphony	NNP	1
orchestra	NNP	1
guest	NN	1
pianist-comedian	NN	1
victor	NNP	2
borge	NNP	1
champagne	NN	1
dessert	NN	1
follow	VBD	6
followed	VBD	6
morning	NN	4
police	NN	2
escort	NN	1
busload	NNS	1
busloads	NNS	1
wife	NNS	1
wives	NNS	1
race	VBD	1
raced	VBD	1
speedway	NNP	1
unimpeded	JJ	1
traffic	NN	1
red	JJ	2
light	NNS	2
lights	NNS	2
governor	NN	3
could	MD	121
so	IN	27
lieutenant	NN	1
welcome	VBD	1
welcomed	VBD	1
special	JJ	15
buffet	NN	1
breakfast	NN	1
hold	VBN	18
held	VBN	18
museum	NN	2
food	NN	16
drink	NNS	1
drinks	NNS	1
ban	VBN	2
banned	VBN	2
everyday	JJ	1
visitor	NNS	2
visitors	NNS	2
honor	NN	2
speedway	NN	1
haul	VBD	1
hauled	VBD	1
out	RP	47
driver	NNS	3
drivers	NNS	3
crew	NNS	1
crews	NNS	1
official	JJ	3
500	CD	38
announcer	NN	5
10-lap	JJ	1
exhibition	NN	2
race	NN	3
fortune	NNP	1
drool	VBD	1
drooled	VBD	1
schoolboy	NNS	1
schoolboys	NNS	1
car	NNS	19
cars	NNS	19
dummy	NNS	1
dummies	NNS	1
point	VBD	2
pointed	VBD	2
still	RB	44
space	NN	9
machine	NNS	2
machines	NNS	2
another	DT	48
sponsor	NN	2
name	NN	7
two	CD	109
back	RB	16
downtown	NN	2
exec	NNS	1
execs	NNS	1
squeeze	VBD	1
squeezed	VBD	1
meeting	NNS	6
meetings	NNS	6
hotel	NN	3
board	VBG	1
boarding	VBG	1
bus	NNS	3
buses	NNS	3
dinner	NN	2
dancing	NN	1
block	NN	3
away	RB	13
moon	NNS	1
moons	NNS	1
renovate	VBN	1
renovated	VBN	1
indiana	NNP	5
roof	NNP	1
ballroom	NN	1
nine	CD	13
hot	JJS	1
hottest	JJS	1
chef	NNS	2
chefs	NNS	2
town	NN	3
feed	VBD	1
fed	VBD	1
them	PRP	70
duckling	NN	1
mousseline	NN	1
lobster	NN	1
consomme	NN	1
veal	NN	1
mignon	NN	1
chocolate	JJ	1
terrine	NN	1
raspberry	NN	1
sauce	NN	1
know	VBG	1
knowing	VBG	1
tasty	JJ	1
free	JJ	13
meal	NN	2
eat	VBP	1
give	VBD	10
gave	VBD	10
standing	JJ	1
ovation	NN	1
ceo	NNS	2
ceos	NNS	2
say	VBP	56
red-carpet	JJ	1
treatment	NN	9
tempt	VBZ	1
tempts	VBZ	1
return	VB	5
heartland	NN	1
future	JJ	18
look	VBG	9
looking	VBG	9
forward	RB	4
winter	NN	1
february	NNP	3
south	NNP	39
korea	NNP	19
register	VBD	1
registered	VBD	1
trade	NN	38
deficit	NN	6
101	CD	2
october	NNP	61
reflect	VBG	4
reflecting	VBG	4
country	NN	47
economic	JJ	43
sluggishness	NN	1
figure	NNS	12
figures	NNS	12
release	VBD	2
released	VBD	2
wednesday	NNP	16
tally	NNS	1
tallies	NNS	1
trade	NNP	14
industry	NNP	10
ministry	NNP	10
show	VBD	13
showed	VBD	13
fifth	JJ	7
monthly	JJ	7
setback	NN	2
cast	VBG	2
casting	VBG	2
cloud	NN	1
export-oriented	JJ	1
economy	NN	26
export	NNS	12
exports	NNS	12
stand	VBD	5
stood	VBD	5
5.29	CD	1
mere	JJ	2
0.7	CD	1
increase	NN	20
while	IN	72
import	NNS	15
imports	NNS	15
increase	VBD	9
increased	VBD	9
sharply	RB	11
5.39	CD	1
up	RB	49
last	JJ	100
boom	NN	2
*t*-12	-NONE-	2
begin	VBD	32
began	VBD	32
1986	CD	10
prolong	VBN	2
prolonged	VBN	2
labor	NN	6
dispute	NNS	3
disputes	NNS	3
conflict	NNS	2
conflicts	NNS	2
sluggish	JJ	8
would	MD	209
remain	VB	12
target	NN	8
68	CD	2
gloomy	JJ	1
forecast	NN	4
record	VBN	1
recorded	VBN	1
surplus	NN	2
71	CD	3
far	IN	1
january	NNP	12
accumulate	VBN	1
accumulated	VBN	1
4	CD	15
same	JJ	37
50.45	CD	1
50.38	CD	1
19	CD	8
newsweek	NNP	10
try	VBG	22
trying	VBG	22
keep	VB	15
pace	NN	6
rival	JJ	1
time	NNP	12
magazine	NN	23
announce	VBD	14
announced	VBD	14
advertising	NN	10
1990	CD	43
introduce	VB	7
incentive	NN	4
plan	NN	45
advertiser	NNS	13
advertisers	NNS	13
ad	NN	28
washington	NNP	23
post	NNP	1
second	JJ	16
offer	VBN	11
offered	VBN	11
plan	NNS	17
plans	NNS	17
*t*-13	-NONE-	2
give	VBP	6
discount	NNS	1
discounts	NNS	1
maintain	VBG	4
maintaining	VBG	4
increase	VBG	18
increasing	VBG	18
spending	NN	25
become	VBN	7
permanent	JJ	2
fixture	NNS	1
fixtures	NNS	1
news	NN	24
weekly	NNS	2
weeklies	NNS	2
underscore	VBP	1
fierce	JJ	2
competition	NN	10
between	IN	36
warner	NNP	3
mortimer	NNP	1
b.	NNP	7
zuckerman	NNP	1
news	NNP	6
world	NNP	13
alan	NNP	3
spoon	NNP	3
increase	VB	11
5	CD	18
full	JJ	21
four-color	JJ	1
page	NN	5
cost	VB	4
100,980	CD	1
mid-october	NNP	1
lower	VBD	2
lowered	VBD	2
guarantee	VBN	3
guaranteed	VBN	3
circulation	NN	10
base	NN	9
low	JJR	30
lower	JJR	30
effectively	RB	4
7.5	CD	3
per	IN	9
subscriber	NN	1
cost	VBZ	4
costs	VBZ	4
120,000	CD	1
yet	RB	17
announce	VB	2
circulation	NNP	2
credit	NNP	2
plan	NNP	2
award	VBZ	1
awards	VBZ	1
credit	NNS	2
credits	NNS	2
renewal	NN	1
reward	VB	2
bonus	NNS	2
bonuses	NNS	2
meet	VBP	3
exceed	VBP	1
1989	CD	40
as	RB	53
long	RB	11
spend	VBD	4
spent	VBD	4
325,000	CD	1
340,000	CD	1
attempt	NN	8
shore	VB	1
decline	NN	14
page	NNS	8
pages	NNS	8
first	JJ	69
month	NNS	59
months	NNS	59
total	VBD	10
totaled	VBD	10
1,620	CD	1
drop	NN	15
3.2	CD	4
publisher	NNP	1
publishers	NNP	1
information	NNP	3
bureau	NNP	2
what	WP	68
*t*-14	-NONE-	2
matter	VBZ	1
matters	VBZ	1
pay	VBG	14
paying	VBG	14
*t*-15	-NONE-	2
that	DT	114
department	NN	29
do	VBG	9
doing	VBG	9
fine	RB	1
both	DT	43
gain	VBG	4
gaining	VBG	4
without	IN	35
heavy	JJ	5
use	NN	18
electronic	JJ	6
giveaway	NNS	1
giveaways	NNS	1
subscriber	NNS	1
subscribers	NNS	1
telephone	NNS	1
telephones	NNS	1
watch	NNS	7
watches	NNS	7
however	RB	35
none	NN	7
big	JJ	39
record	VBD	1
recorded	VBD	1
gain	NNS	21
gains	NNS	21
audit	NNP	1
circulations	NNP	1
large	JJS	28
largest	JJS	28
newsweekly	RB	1
4,393,237	CD	1
decrease	NN	2
7.3	CD	4
six	CD	31
3,288,453	CD	1
flat	JJ	8
2,303,328	CD	1
2.6	CD	2
electric	NNP	7
system	NNP	5
bow	VBD	2
bowed	VBD	2
out	IN	28
bidding	NN	6
public	NNP	4
service	NNP	10
hampshire	NNP	8
say	VBG	18
saying	VBG	18
risk	NNS	12
risks	NNS	12
too	RB	24
*rnr*-4	-NONE-	2
potential	JJ	12
payoff	NN	1
future	NN	8
justify	VB	2
offer	NN	37
move	NN	18
leave	VBZ	3
leaves	VBZ	3
united	NNP	19
illuminating	NNP	3
northeast	NNP	7
utility	NNP	2
utilities	NNP	2
outside	JJ	6
bidder	NNS	3
bidders	NNS	3
p	NNP	7
ps	NNP	7
also	RB	163
propose	VBN	12
proposed	VBN	12
internal	JJ	6
reorganization	NN	9
chapter	NN	4
11	CD	17
bankruptcy	NN	9
proceeding	NNS	5
proceedings	NNS	5
independent	JJ	6
westborough	NNP	1
2	CD	27
acquire	VB	10
below	IN	32
2.29	CD	1
value	NN	24
place	NNS	4
places	NNS	4
bid	NN	31
2.25	CD	1
say	VBZ	217
says	VBZ	217
worth	IN	3
*-13	-NONE-	2
haven	NNP	2
conn.	NNP	7
*-14	-NONE-	2
hartford	NNP	3
conn	NNP	2
manchester	NNP	1
n.h.	NNP	1
value	VBZ	1
values	VBZ	1
2.2	CD	4
john	NNP	35
rowe	NNP	5
chief	JJ	10
executive	JJ	28
officer	NN	32
return	NN	22
equity	NN	17
suffer	VB	4
forecast	NNS	4
forecasts	NNS	4
relate	VBN	8
related	VBN	8
growth	NN	42
electricity	NN	4
demand	NN	29
improve	VBN	7
improved	VBN	7
operating	NN	15
efficiency	NNS	1
efficiencies	NNS	1
do	VBD	62
did	VBD	62
come	VB	13
true	JJ	7
evaluate	VBD	1
evaluated	VBD	1
raise	VBG	7
raising	VBG	7
seem	VBD	7
seemed	VBD	7
substantial	JJ	6
persistent	JJ	4
reward	NNS	2
rewards	NNS	2
long	JJ	16
way	NN	30
get	VBD	11
got	VBD	11
hard	RB	5
take	VB	49
add	VBD	38
added	VBD	38
note	VBD	22
noted	VBD	22
political	JJ	20
concern	NNS	13
concerns	NNS	13
worry	VBN	6
worried	VBN	6
matter	NN	13
*t*-16	-NONE-	2
own	VBZ	18
owns	VBZ	18
emerge	VBZ	1
emerges	VBZ	1
attract	VBZ	1
attracts	VBZ	1
...	:	16
just	RB	48
factor	NNS	7
factors	NNS	7
*t*-17	-NONE-	2
withdraw	VB	3
wilbur	NNP	1
ross	NNP	5
jr.	NNP	12
rothschild	NNP	1
financial	JJ	44
adviser	NN	5
troubled	JJ	5
holder	NNS	14
holders	NNS	14
withdrawal	NN	3
might	MD	43
speed	VB	1
fact	NN	15
propose	VBD	10
proposed	VBD	10
increase	NNS	13
increases	NNS	13
4.8	CD	2
against	IN	35
around	IN	24
5.5	CD	3
boost	NNS	1
boosts	NNS	1
complicated	IN	1
negotiation	NNS	3
negotiations	NNS	3
state	NN	32
assert	VBD	2
asserted	VBD	2
field	NN	10
less	RBR	11
clutter	VBN	1
cluttered	VBN	1
separately	RB	4
federal	NNP	23
regulatory	NNP	1
commission	NNP	16
turn	VBD	7
turned	VBD	7
request	NN	8
seek	VBG	19
seeking	VBG	19
possible	JJ	25
purchase	NN	23
refile	VB	1
hop	VBZ	8
hopes	VBZ	8
expedite	VBN	1
expedited	VBN	1
review	NN	10
ferc	NNP	1
summer	NN	8
one	NN	11
court	NN	35
share	NNS	114
shares	NNS	114
close	VBD	25
closed	VBD	25
yesterday	NN	67
3.75	CD	2
off	IN	12
25	CD	13
cent	NNS	70
cents	NNS	70
york	NNP	107
stock	NNP	33
exchange	NNP	50
composite	JJ	16
trading	NN	147
norman	NNP	2
ricken	NNP	1
52	CD	3
chief	NN	41
operate	VBG	11
operating	VBG	11
toy	NNPS	1
toys	NNPS	1
r	NNP	1
u	NNP	2
us	NNP	2
frederick	NNP	2
deane	NNP	1
63	CD	5
signet	NNP	1
banking	NNP	3
*-15	-NONE-	2
director	NNS	7
directors	NNS	7
consumer	NN	14
electronics	NNS	10
