new	NNP	1301
england	NNP	72
journal	NNP	109
medicine	NNP	13
forum	NN	3
likely	JJ	239
bring	VB	84
attention	NN	75
problem	NN	255
spokewoman	NN	1
``	``	7669
an	DT	3624
story	NN	75
we	PRP	1463
translated_aposre	VBP	376
talk	VBG	57
talking	VBG	57
about	IN	1762
before	IN	552
anyone	NN	75
hear	VBD	15
heard	VBD	15
have	VBG	154
having	VBG	154
any	DT	845
questionable	JJ	12
property	NNS	78
properties	NNS	78
there	EX	951
no	DT	776
our	PRP$	434
product	NNS	467
products	NNS	467
now	RB	915
translated_apostranslated_apos	''	7471
neither	DT	43
nor	CC	77
who	WP	1762
*t*-3	-NONE-	1405
study	VBD	6
studied	VBD	6
aware	JJ	35
research	NN	248
on	IN	5717
smoker	NNS	7
smokers	NNS	7
have	VBP	2159
useful	JJ	20
information	NN	193
whether	IN	286
user	NNS	41
users	NNS	41
be	VBP	4109
are	VBP	4058
at	IN	5130
risk	NN	156
james	NNP	198
a.	NNP	76
talcott	NNP	4
boston	NNP	173
dana-farber	NNP	1
cancer	NNP	21
institute	NNP	135
dr.	NNP	111
lead	VBD	66
led	VBD	66
team	NN	138
from	IN	4892
national	NNP	379
medical	JJ	81
school	NNS	58
schools	NNS	58
harvard	NNP	28
university	NNP	153
spokeswoman	NN	106
very	RB	383
modest	JJ	74
amount	NNS	65
amounts	NNS	65
make	VBG	246
making	VBG	246
paper	NN	225
for	IN	9290
early	JJ	262
1950s	CD	8
replace	VBN	16
replaced	VBN	16
different	JJ	146
type	NN	46
filter	NN	1
1953	CD	4
1955	CD	4
9.8	CD	8
billion	CD	1948
sell	VBN	292
sold	VBN	292
*-3	-NONE-	1668
company	NN	2755
33	CD	72
men	NNS	111
*t*-4	-NONE-	381
work	VBD	50
worked	VBD	49
closely	RB	99
substance	NN	13
28	CD	93
*ich*-1	-NONE-	598
die	VBN	10
died	VBN	10
--	:	2268
more	JJ	2
three	CD	687
time	NNS	195
times	NNS	195
expect	VBN	479
expected	VBN	479
number	NN	356
four	CD	304
five	CD	396
survive	VBG	10
surviving	VBG	10
asbestos-related	JJ	5
disease	NNS	17
diseases	NNS	17
include	VBG	461
including	VBG	461
recently	RB	291
diagnose	VBN	2
diagnosed	VBN	2
total	NN	94
18	CD	156
malignant	JJ	8
mesothelioma	NN	1
lung	NN	15
asbestosis	NN	1
far	RB	399
high	JJR	413
higher	JJR	413
*?*	-NONE-	525
morbidity	NN	2
rate	NN	573
striking	JJ	13
finding	NN	13
those	DT	633
us	PRP	217
*t*-5	-NONE-	99
study	VBP	2
west	NNP	200
groton	NNP	1
mass.	NNP	62
factory	NN	47
appear	VBZ	80
appears	VBZ	80
be	VB	4087
high	JJS	65
highest	JJS	65
study	VBN	13
studied	VBN	13
western	JJ	84
industrialize	VBN	7
industrialized	VBN	7
country	NNS	159
countries	NNS	159
he	PRP	3819
plant	NN	252
which	WDT	2452
own	VBN	92
owned	VBN	91
*-4	-NONE-	487
by	IN	5063
hollingsworth	NNP	2
&	CC	1118
vose	NNP	2
co.	NNP	981
under	IN	741
contract	NN	345
*ich*-2	-NONE-	341
lorillard	NN	1
probably	RB	161
support	VB	71
*t*-6	-NONE-	29
argue	VBP	38
that	IN	5354
u.s.	NNP	1807
should	MD	483
regulate	VB	11
class	NN	55
stringently	RB	1
common	JJ	393
kind	NN	114
chrysotile	NN	2
find	VBN	70
found	VBN	86
most	JJS	556
other	JJ	1620
building	NNS	64
buildings	NNS	64
one	CD	1634
few	JJ	388
nation	NNS	56
nations	NNS	56
*t*-7	-NONE-	8
do	VBZ	548
does	VBZ	548
ntranslated_apost	RB	3548
have	VB	1210
standard	NN	33
regulation	NN	31
smooth	JJ	10
needle-like	JJ	1
fiber	NNS	13
fibers	NNS	13
such	JJ	954
classify	VBN	6
classified	VBN	6
*-5	-NONE-	124
amphobiles	NNS	1
accord	VBG	456
according	VBG	456
brooke	NNP	4
t.	NNP	50
mossman	NNP	2
professor	NN	49
pathlogy	NN	1
vermont	NNP	15
college	NNP	21
curly	JJ	1
easily	RB	47
reject	VBN	33
rejected	VBN	33
body	NN	32
explain	VBD	17
explained	VBD	17
july	NNP	201
environmental	NNP	19
protection	NNP	18
agency	NNP	40
impose	VBD	10
imposed	VBD	10
gradual	JJ	7
ban	NN	36
virtually	RB	58
all	DT	1022
us	NNS	14
uses	NNS	14
1997	CD	21
almost	RB	225
remain	VBG	67
remaining	VBG	67
cancer-causing	JJ	2
outlaw	VBN	4
outlawed	VBN	4
*-6	-NONE-	42
160	CD	14
*t*-8	-NONE-	7
make	VBD	239
made	VBD	239
*-7	-NONE-	16
area	NNS	125
areas	NNS	125
particularly	RB	144
dusty	JJ	5
where	WRB	404
*-8	-NONE-	6
dump	VBD	13
dumped	VBD	13
large	JJ	280
burlap	NN	1
sack	NNS	3
sacks	NNS	3
import	VBN	23
imported	VBN	23
material	NN	55
into	IN	1008
huge	JJ	139
bin	NN	1
pour	VBD	5
poured	VBD	5
in	RP	188
cotton	NN	19
acetate	NN	1
mechanically	RB	2
mix	VBD	1
mixed	VBD	1
dry	JJ	13
process	NN	132
describe	VBD	24
described	VBD	24
cloud	NNS	7
clouds	NNS	7
blue	JJ	24
dust	NN	9
hang	VBD	2
hung	VBD	2
over	IN	813
part	NNS	122
parts	NNS	122
though	IN	261
exhaust	NN	1
fan	NNS	32
fans	NNS	32
ventilate	VBD	2
ventilated	VBD	2
area	NN	221
translated_aposs	VBZ	1333
question	NN	125
some	DT	1732
manager	NNS	194
managers	NNS	194
contract	VBD	9
contracted	VBD	9
darrell	NNP	1
phillips	NNP	51
vice	NN	412
president	NN	1021
human	JJ	67
resource	NNS	56
resources	NNS	56
but	CC	3699
you	PRP	846
recognize	VB	14
these	DT	633
event	NNS	74
events	NNS	74
take	VBD	241
took	VBD	241
place	NN	151
35	CD	98
bearing	NN	7
work	NN	289
force	NN	121
yield	NNS	113
yields	NNS	113
money-market	JJ	15
mutual	JJ	77
fund	NNS	495
funds	NNS	495
continue	VBD	96
continued	VBD	96
slide	VB	4
amid	IN	67
sign	NNS	64
signs	NNS	64
portfolio	NN	156
expect	VBP	133
further	JJ	137
decline	NNS	66
declines	NNS	66
interest	NN	696
rate	NNS	529
rates	NNS	529
average	JJ	227
seven-day	JJ	15
compound	NN	15
yield	NN	159
400	CD	69
taxable	JJ	24
track	VBN	9
tracked	VBN	9
ibc	NNP	1
money	NNP	26
fund	NNP	90
report	NNP	51
ease	VBD	29
eased	VBD	29
fraction	NN	10
point	NN	273
8.45	CD	19
%	NN	5377
8.47	CD	7
week	NN	744
end	VBD	191
ended	VBD	191
tuesday	NNP	226
assume	VBP	9
reinvestment	NN	6
dividend	NNS	76
dividends	NNS	76
current	JJ	365
continue	VBZ	107
continues	VBZ	107
maturity	NN	69
translated_apos	POS	677
investment	NNS	139
investments	NNS	139
lengthen	VBD	1
lengthened	VBD	1
day	NN	366
41	CD	40
day	NNS	543
days	NNS	543
long	JJS	6
longest	JJS	6
since	IN	615
august	NNP	271
donoghue	NNP	7
long	JJR	35
longer	JJR	35
maturity	NNS	18
maturities	NNS	18
think	VBN	27
thought	VBN	27
indicate	VB	22
decline	VBG	66
declining	VBG	66
because	IN	1148
they	PRP	2665
permit	VBP	4
retain	VB	32
relatively	RB	83
period	NN	312
short	JJR	7
shorter	JJR	7
consider	VBN	101
considered	VBN	101
*-9	-NONE-	6
sign	NN	68
rise	VBG	95
rising	VBG	95
can	MD	1025
capture	VB	8
sooner	RB	5
open	JJ	99
only	RB	884
institution	NNS	131
institutions	NNS	131
strong	JJR	52
stronger	JJR	52
indicator	NN	15
watch	VBP	7
market	NN	2058
reach	VBD	48
reached	VBD	48
nevertheless	RB	32
brenda	NNP	3
malizia	NNP	3
negus	NNP	4
editor	NN	58
may	MD	882
blip	VB	1
again	RB	203
blip	VBP	1
down	RP	228
recent	JJ	506
rise	NNS	8
rises	NNS	8
short-term	JJ	114
six-month	JJ	52
treasury	NNP	327
bill	NNS	176
bills	NNS	176
monday	NNP	285
auction	NN	115
example	NN	237
rise	VBD	747
rose	VBD	747
8.04	CD	9
7.90	CD	18
despite	IN	234
investor	NNS	746
investors	NNS	746
continue	VBP	57
pour	VB	5
cash	NN	375
money	NN	590
asset	NNS	342
assets	NNS	342
grow	VBD	65
grew	VBD	65
translated_dollar	$	7902
1.5	CD	75
*u*	-NONE-	8222
during	IN	480
352.7	CD	1
typically	RB	75
money-fund	NN	6
beat	VBP	4
comparable	JJ	50
vary	VB	6
go	VB	246
after	IN	1164
top	JJ	153
currently	RB	223
yield	VBG	15
yielding	VBG	15
well	RB	491
9	CD	193
dreyfus	NNP	11
world-wide	NNP	1
dollar	NNP	8
top-yielding	JJ	2
fund	NN	246
have	VBD	1852
had	VBD	1851
9.37	CD	2
down	RB	376
9.45	CD	4
early	JJR	114
earlier	JJR	114
invest	VBZ	6
invests	VBZ	6
heavily	RB	74
dollar-denominated	JJ	8
security	NNS	461
securities	NNS	461
overseas	RB	43
waive	VBG	3
waiving	VBG	3
management	NN	302
fee	NNS	144
fees	NNS	144
*t*-9	-NONE-	6
boost	VBZ	8
boosts	VBZ	8
simple	JJ	40
8.12	CD	2
8.14	CD	2
30-day	JJ	24
fell	VBD	462
8.19	CD	2
8.22	CD	3
;	:	1296
slide	VBD	33
slid	VBD	33
8.53	CD	5
8.56	CD	3
j.p.	NNP	7
bolduc	NNP	1
w.r.	NNP	5
grace	NNP	16
*t*-10	-NONE-	6
hold	VBZ	90
holds	VBZ	90
83.4	CD	1
energy-services	JJ	1
elect	VBN	73
elected	VBN	73
*-10	-NONE-	4
succeed	VBZ	50
succeeds	VBZ	50
terrence	NNP	1
d.	NNP	167
daniel	NNP	39
daniels	NNP	2
formerly	RB	40
*t*-11	-NONE-	5
resign	VBD	79
resigned	VBD	79
energy	NNP	57
seven	CD	127
seat	NNS	55
seats	NNS	55
pacific	NNP	154
first	NNP	244
financial	NNP	136
shareholder	NNS	192
shareholders	NNS	192
approve	VBD	79
approved	VBD	79
acquisition	NN	202
royal	NNP	31
trustco	NNP	1
ltd.	NNP	203
toronto	NNP	48
27	CD	79
share	NN	1547
or	CC	2825
212	CD	2
million	CD	4767
thrift	NN	96
hold	VBG	157
holding	VBG	157
expect	VBZ	268
expects	VBZ	268
obtain	VB	47
regulatory	JJ	69
approval	NN	149
complete	VB	33
transaction	NN	199
year-end	NN	12
mcdermott	NNP	3
international	NNP	310
babcock	NNP	1
wilcox	NNP	1
complete	VBD	51
completed	VBD	51
sale	NN	435
bailey	NNP	5
control	NNP	56
controls	NNP	2
operation	NNP	5
operations	NNP	5
finmeccanica	NNP	2
s.p	NNP	10
295	CD	2
italian	JJ	25
state-owned	JJ	27
interest	NNS	142
interests	NNS	142
mechanical	JJ	7
engineering	NN	64
industry	NN	596
base	VBN	352
based	VBN	352
wickliffe	NNP	1
ohio	NNP	66
computerized	JJ	10
control	NNS	40
controls	NNS	40
system	NNS	152
systems	NNS	152
employ	VBZ	19
employs	VBZ	19
2,700	CD	4
people	NNS	819
annual	JJ	291
revenue	NN	476
370	CD	6
federal	JJ	575
government	NN	869
suspend	VBD	19
suspended	VBD	19
sale	NNS	1167
sales	NNS	1167
saving	NNS	69
savings	NNS	69
bond	NNS	706
bonds	NNS	706
congress	NNP	356
lift	VBN	13
lifted	VBN	13
ceiling	NN	48
debt	NN	471
until	IN	342
act	VBZ	13
acts	VBZ	13
authority	NN	57
issue	VB	38
obligation	NNS	17
obligations	NNS	17
borrowing	NN	25
drop	VBD	172
dropped	VBD	172
midnight	NN	12
2.80	CD	5
trillion	CD	58
2.87	CD	6
legislation	NN	137
lift	VB	18
ensnarl	VBN	1
ensnarled	VBN	1
*-11	-NONE-	5
fight	NN	38
cut	VBG	48
cutting	VBG	48
capital-gains	JJ	17
tax	NNS	118
taxes	NNS	118
house	NNP	423
vote	VBN	7
voted	VBN	7
raise	VB	156
3.1	CD	30
senate	NNP	233
act	VB	34
next	JJ	578
early	JJS	9
earliest	JJS	9
default	VB	3
if	IN	1322
then	RB	448
clark	NNP	14
j.	NNP	128
vitulli	NNP	2
*-12	-NONE-	5
senior	JJ	249
*rnr*-1	-NONE-	219
general	JJ	238
manager	NN	185
marketing	NN	149
arm	NN	32
japanese	JJ	443
auto	NN	180
maker	NN	313
mazda	NNP	14
motor	NNP	133
corp	NNP	200
position	NN	206
oversee	VB	8
service	NN	212
operation	NNS	426
operations	NNS	426
previously	RB	158
43	CD	46
chrysler	NNP	51
division	NN	200
be	VBN	1732
been	VBN	1732
executive	NN	391
20	CD	364
when	WRB	1331
time	NN	807
their	PRP$	1911
biannual	JJ	2
powwow	NN	1
nation	NN	222
manufacture	VBG	45
manufacturing	VBG	45
titan	NNS	4
titans	NNS	4
jet	VBP	1
off	RP	331
sunny	JJ	3
confines	NNS	2
resort	NN	24
town	NNS	9
towns	NNS	9
like	IN	474
boca	NNP	3
raton	NNP	2
hot	NNP	3
spring	NNP	14
springs	NNP	11
not	RB	1514
association	NNP	194
manufacturer	NNP	23
manufacturers	NNP	22
settle	VBD	26
settled	VBD	26
hoosier	NNP	1
capital	NN	313
indianapolis	NNP	15
fall	NN	93
meeting	NN	209
city	NN	211
decide	VBD	73
decided	VBD	73
treat	VB	17
guest	NNS	12
guests	NNS	12
more	JJR	1231
royalty	NN	8
rock	NN	12
star	NNS	7
stars	NNS	7
owner	NNS	80
owners	NNS	80
idea	NN	94
course	NN	124
:	:	1479
prove	VB	49
125	CD	28
corporate	JJ	292
decision	NN	211
maker	NNS	148
makers	NNS	148
buckle	NN	1
rust	NNP	1
belt	NNP	4
so	RB	695
rusty	JJ	2
good	JJ	375
expand	VB	60
receive	VBG	22
receiving	VBG	22
end	NN	336
message	NN	35
official	NNS	588
officials	NNS	588
giant	NNS	22
giants	NNS	22
du	NNP	33
pont	NNP	31
maytag	NNP	1
along	IN	115
less	JJR	247
lesser	JJR	10
knowns	NNS	2
trojan	NNP	1
steel	NNP	63
valley	NNP	81
queen	NNP	4
cheese	NNP	1
factory	NNP	1
starter	NNS	4
starters	NNS	4
executive	NNS	235
executives	NNS	235
join	VBD	39
joined	VBD	39
mayor	NNP	25
william	NNP	149
h.	NNP	45
hudnut	NNP	1
iii	NNP	27
evening	NN	25
symphony	NNP	2
orchestra	NNP	1
guest	NN	7
pianist-comedian	NN	1
victor	NNP	13
borge	NNP	1
champagne	NN	4
dessert	NN	2
follow	VBD	46
followed	VBD	46
morning	NN	89
police	NN	37
escort	NN	1
busload	NNS	1
busloads	NNS	1
wife	NNS	9
wives	NNS	9
race	VBD	2
raced	VBD	2
speedway	NNP	1
unimpeded	JJ	1
traffic	NN	56
red	JJ	51
light	NNS	12
lights	NNS	12
governor	NN	29
could	MD	1197
so	IN	181
lieutenant	NN	3
welcome	VBD	7
welcomed	VBD	7
special	JJ	169
buffet	NN	3
breakfast	NN	10
hold	VBN	169
held	VBN	169
museum	NN	10
food	NN	146
drink	NNS	9
drinks	NNS	9
ban	VBN	15
banned	VBN	15
everyday	JJ	9
visitor	NNS	27
visitors	NNS	27
honor	NN	9
speedway	NN	1
haul	VBD	2
hauled	VBD	2
out	RP	619
driver	NNS	18
drivers	NNS	18
crew	NNS	9
crews	NNS	9
official	JJ	73
500	CD	202
announcer	NN	11
10-lap	JJ	1
exhibition	NN	12
race	NN	38
fortune	NNP	4
drool	VBD	1
drooled	VBD	1
schoolboy	NNS	1
schoolboys	NNS	1
car	NNS	159
cars	NNS	159
dummy	NNS	1
dummies	NNS	1
point	VBD	16
pointed	VBD	16
still	RB	648
space	NN	98
machine	NNS	98
machines	NNS	98
another	DT	471
sponsor	NN	13
name	NN	123
two	CD	1226
back	RB	334
downtown	NN	22
exec	NNS	1
execs	NNS	1
squeeze	VBD	5
squeezed	VBD	5
meeting	NNS	51
meetings	NNS	51
hotel	NN	47
board	VBG	1
boarding	VBG	1
bus	NNS	11
buses	NNS	11
dinner	NN	17
dancing	NN	3
block	NN	35
away	RB	146
moon	NNS	4
moons	NNS	4
renovate	VBN	1
renovated	VBN	1
indiana	NNP	13
roof	NNP	1
ballroom	NN	3
nine	CD	223
hot	JJS	11
hottest	JJS	11
chef	NNS	7
chefs	NNS	7
town	NN	53
feed	VBD	2
fed	VBD	2
them	PRP	734
duckling	NN	1
mousseline	NN	1
lobster	NN	2
consomme	NN	1
veal	NN	1
mignon	NN	1
chocolate	JJ	1
terrine	NN	1
raspberry	NN	1
sauce	NN	2
know	VBG	12
knowing	VBG	12
tasty	JJ	3
free	JJ	112
meal	NN	4
eat	VBP	4
give	VBD	93
gave	VBD	93
standing	JJ	2
ovation	NN	1
ceo	NNS	2
ceos	NNS	2
say	VBP	581
red-carpet	JJ	1
treatment	NN	71
tempt	VBZ	2
tempts	VBZ	2
return	VB	65
heartland	NN	2
future	JJ	128
look	VBG	154
looking	VBG	154
forward	RB	24
winter	NN	24
february	NNP	57
south	NNP	192
korea	NNP	70
register	VBD	9
registered	VBD	9
trade	NN	327
deficit	NN	132
101	CD	38
october	NNP	215
reflect	VBG	81
reflecting	VBG	81
country	NN	296
economic	JJ	385
sluggishness	NN	5
figure	NNS	152
figures	NNS	152
release	VBD	12
released	VBD	12
wednesday	NNP	124
tally	NNS	1
tallies	NNS	1
trade	NNP	77
industry	NNP	89
ministry	NNP	54
show	VBD	111
showed	VBD	111
fifth	JJ	17
monthly	JJ	63
setback	NN	20
cast	VBG	9
casting	VBG	9
cloud	NN	5
export-oriented	JJ	2
economy	NN	297
export	NNS	105
exports	NNS	105
stand	VBD	30
stood	VBD	30
5.29	CD	2
mere	JJ	18
0.7	CD	14
increase	NN	268
while	IN	729
import	NNS	112
imports	NNS	112
increase	VBD	137
increased	VBD	137
sharply	RB	106
5.39	CD	2
up	RB	585
last	JJ	1269
boom	NN	33
*t*-12	-NONE-	4
begin	VBD	213
began	VBD	213
1986	CD	159
prolong	VBN	8
prolonged	VBN	8
labor	NN	118
dispute	NNS	16
disputes	NNS	16
conflict	NNS	13
conflicts	NNS	13
sluggish	JJ	35
would	MD	2399
remain	VB	110
target	NN	64
68	CD	26
gloomy	JJ	7
forecast	NN	41
record	VBN	22
recorded	VBN	22
surplus	NN	29
71	CD	25
far	IN	1
january	NNP	98
accumulate	VBN	7
accumulated	VBN	7
4	CD	211
same	JJ	340
50.45	CD	1
50.38	CD	1
19	CD	108
newsweek	NNP	10
try	VBG	205
trying	VBG	205
keep	VB	185
pace	NN	55
rival	JJ	29
time	NNP	133
magazine	NN	141
announce	VBD	167
announced	VBD	167
advertising	NN	144
1990	CD	316
introduce	VB	37
incentive	NN	21
plan	NN	470
advertiser	NNS	69
advertisers	NNS	69
ad	NN	164
washington	NNP	216
post	NNP	7
second	JJ	290
offer	VBN	136
offered	VBN	136
plan	NNS	239
plans	NNS	239
*t*-13	-NONE-	4
give	VBP	40
discount	NNS	19
discounts	NNS	19
maintain	VBG	18
maintaining	VBG	18
increase	VBG	106
increasing	VBG	106
spending	NN	167
become	VBN	95
permanent	JJ	32
fixture	NNS	4
fixtures	NNS	4
news	NN	260
weekly	NNS	4
weeklies	NNS	4
underscore	VBP	5
fierce	JJ	10
competition	NN	128
between	IN	518
warner	NNP	188
mortimer	NNP	3
b.	NNP	60
zuckerman	NNP	1
news	NNP	82
world	NNP	140
alan	NNP	60
spoon	NNP	3
increase	VB	140
5	CD	230
full	JJ	176
four-color	JJ	2
page	NN	24
cost	VB	61
100,980	CD	1
mid-october	NNP	10
lower	VBD	31
lowered	VBD	31
guarantee	VBN	36
guaranteed	VBN	36
circulation	NN	30
base	NN	96
low	JJR	342
lower	JJR	342
effectively	RB	33
7.5	CD	23
per	IN	106
subscriber	NN	6
cost	VBZ	32
costs	VBZ	32
120,000	CD	4
yet	RB	228
announce	VB	36
circulation	NNP	2
credit	NNP	56
plan	NNP	14
award	VBZ	1
awards	VBZ	1
credit	NNS	28
credits	NNS	28
renewal	NN	7
reward	VB	7
bonus	NNS	21
bonuses	NNS	21
meet	VBP	10
exceed	VBP	12
1989	CD	363
as	RB	833
long	RB	136
spend	VBD	48
spent	VBD	48
325,000	CD	1
340,000	CD	1
attempt	NN	91
shore	VB	10
decline	NN	201
page	NNS	53
pages	NNS	53
first	JJ	867
month	NNS	734
months	NNS	734
total	VBD	77
totaled	VBD	77
1,620	CD	1
drop	NN	188
3.2	CD	13
publisher	NNP	3
publishers	NNP	2
information	NNP	19
bureau	NNP	42
what	WP	774
*t*-14	-NONE-	6
matter	VBZ	8
matters	VBZ	8
pay	VBG	97
paying	VBG	97
*t*-15	-NONE-	5
that	DT	1694
department	NN	148
do	VBG	133
doing	VBG	133
fine	RB	1
both	DT	479
gain	VBG	14
gaining	VBG	14
without	IN	310
heavy	JJ	121
use	NN	182
electronic	JJ	74
giveaway	NNS	2
giveaways	NNS	2
subscriber	NNS	26
subscribers	NNS	26
telephone	NNS	7
telephones	NNS	7
watch	NNS	9
watches	NNS	9
however	RB	433
none	NN	53
big	JJ	498
record	VBD	12
recorded	VBD	12
gain	NNS	195
gains	NNS	195
audit	NNP	3
circulations	NNP	1
large	JJS	267
largest	JJS	267
newsweekly	RB	1
4,393,237	CD	1
decrease	NN	9
7.3	CD	10
six	CD	304
3,288,453	CD	1
flat	JJ	84
2,303,328	CD	1
2.6	CD	27
electric	NNP	89
system	NNP	96
bow	VBD	6
bowed	VBD	6
out	IN	383
bidding	NN	58
public	NNP	34
service	NNP	143
hampshire	NNP	43
say	VBG	156
saying	VBG	156
risk	NNS	67
risks	NNS	67
too	RB	354
*rnr*-4	-NONE-	14
potential	JJ	146
payoff	NN	2
future	NN	89
justify	VB	18
offer	NN	335
move	NN	216
leave	VBZ	25
leaves	VBZ	25
united	NNP	196
illuminating	NNP	14
northeast	NNP	26
utility	NNP	11
utilities	NNP	7
outside	JJ	51
bidder	NNS	27
bidders	NNS	27
p	NNP	25
ps	NNP	25
also	RB	1674
propose	VBN	148
proposed	VBN	148
internal	JJ	63
reorganization	NN	74
chapter	NN	52
11	CD	243
bankruptcy	NN	80
proceeding	NNS	44
proceedings	NNS	44
independent	JJ	119
westborough	NNP	3
2	CD	352
acquire	VB	127
below	IN	164
2.29	CD	4
value	NN	332
place	NNS	25
places	NNS	25
bid	NN	364
2.25	CD	18
say	VBZ	2249
says	VBZ	2249
worth	IN	10
*-13	-NONE-	4
haven	NNP	11
conn.	NNP	47
*-14	-NONE-	3
hartford	NNP	15
conn	NNP	16
manchester	NNP	2
n.h.	NNP	7
value	VBZ	15
values	VBZ	15
2.2	CD	36
john	NNP	293
rowe	NNP	24
chief	JJ	329
executive	JJ	210
officer	NN	355
return	NN	156
equity	NN	167
suffer	VB	21
forecast	NNS	39
forecasts	NNS	39
relate	VBN	94
related	VBN	94
growth	NN	410
electricity	NN	25
demand	NN	223
improve	VBN	44
improved	VBN	44
operating	NN	164
efficiency	NNS	3
efficiencies	NNS	3
do	VBD	655
did	VBD	655
come	VB	158
true	JJ	67
evaluate	VBD	1
evaluated	VBD	1
raise	VBG	69
raising	VBG	69
seem	VBD	49
seemed	VBD	49
substantial	JJ	83
persistent	JJ	15
reward	NNS	11
rewards	NNS	11
long	JJ	164
way	NN	423
get	VBD	160
got	VBD	160
hard	RB	37
take	VB	422
add	VBD	300
added	VBD	300
note	VBD	150
noted	VBD	150
political	JJ	273
concern	NNS	130
concerns	NNS	130
worry	VBN	27
worried	VBN	27
matter	NN	82
*t*-16	-NONE-	4
own	VBZ	136
owns	VBZ	136
emerge	VBZ	8
emerges	VBZ	8
attract	VBZ	8
attracts	VBZ	8
...	:	208
just	RB	638
factor	NNS	72
factors	NNS	72
*t*-17	-NONE-	4
withdraw	VB	18
wilbur	NNP	8
ross	NNP	46
jr.	NNP	94
rothschild	NNP	24
financial	JJ	515
adviser	NN	57
troubled	JJ	46
holder	NNS	165
holders	NNS	165
withdrawal	NN	25
might	MD	377
speed	VB	19
fact	NN	174
propose	VBD	42
proposed	VBD	42
increase	NNS	133
increases	NNS	133
4.8	CD	20
against	IN	535
around	IN	203
5.5	CD	26
boost	NNS	6
boosts	NNS	6
complicated	IN	1
negotiation	NNS	78
negotiations	NNS	78
state	NN	526
assert	VBD	14
asserted	VBD	14
field	NN	78
less	RBR	149
clutter	VBN	1
cluttered	VBN	1
separately	RB	74
federal	NNP	321
regulatory	NNP	8
commission	NNP	165
turn	VBD	73
turned	VBD	73
request	NN	56
seek	VBG	137
seeking	VBG	137
possible	JJ	222
purchase	NN	158
refile	VB	1
hop	VBZ	73
hopes	VBZ	70
expedite	VBN	2
expedited	VBN	2
review	NN	46
ferc	NNP	7
summer	NN	107
one	NN	143
court	NN	313
share	NNS	1274
shares	NNS	1274
close	VBD	311
closed	VBD	311
yesterday	NN	752
3.75	CD	6
off	IN	128
25	CD	256
cent	NNS	848
cents	NNS	848
york	NNP	997
stock	NNP	348
exchange	NNP	498
composite	JJ	203
trading	NN	1070
norman	NNP	15
ricken	NNP	1
52	CD	34
chief	NN	281
operate	VBG	185
operating	VBG	185
toy	NNPS	3
toys	NNPS	3
r	NNP	1
u	NNP	20
us	NNP	11
